predicate,agent,patient,manner,location,entry_id,original_text
hope,i,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
read,you,book,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
like,i,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
realize,you,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
develop,schultz,training,first,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
use,he,method,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
use,N/A,hypnosis,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
try,he,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
derive,N/A,understanding,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
involve,sort,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
develop,N/A,training,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
think,i,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
learn,person,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
think,i,N/A,N/A,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
learn,you,"all, deal",rapidly,N/A,1668,"Your pupils are dilating. There is an outer focus to your eyes, and slowly your lids are going down. You are not going to be aware of that at first. There will be a slow development within your own mind, and then perhaps there will be, first, the mental process of the eyes closing, and then there will be the physical process, and then finally there will be the physical process with the eyes remaining shut. And now you know and I know that communication can be carried on through the simple process of nodding and shaking the head. It is very easy to communicate that way. And one of the things that is characteristic of developing a trance state is the matter of the time lag. There is an alteration of the understanding of time, and so one can nod the head slowly, and keep on slowly nodding the head, without being aware of the fact that one is doing so. The respiratory movements change markedly. Your swallowing reflex is gone; you can have it back any time you want to. It is really of no importance. You can have an anesthesia, if it is important to you. I do not know if you are musically inclined, but you might like to hear music in the distance or close by, or you might want to have a tune run through your head. Or you can get back to your sleep. You might like to have a lost, lost memory come rushing into your mind with the greatest capacity for reflection. I would like to have you learn everything you can. One of the reasons I picked you out was this: I had advance knowledge that you are interested in autogenic training. I am delighted to hear that. I hope you have read Schultz and Luthe’s book with a great deal of understanding. I’d like to have you realize that that book is expressive of the slow, painstaking, methodical, all-comprehensive orientation of the German scientist. Schultz first developed autogenic training. He used the method of [inaudible] in using hypnosis, and he tried to adapt and derive understanding of what sort of psychological processes were involved [in hypnotic work] and developed autogenic training. I think the average person with autogenic training can learn in a much more rapid fashion. I think with this hypnotic knowledge, you learn all of the phases and stages of autogenesis a great deal more rapidly and comfortably."
like,i,N/A,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
do,you,N/A,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
like,i,N/A,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
spend,you,length,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
like,i,N/A,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
realize,you,N/A,N/A,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
learn,you,parts,rapidly,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
learn,you,N/A,slowly,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
accord,N/A,N/A,rapidly,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
accord,N/A,N/A,rapidly,N/A,1669,"That is what I would like to have you do. I would like to have you spend that length of time that is satisfactory to you. I would like to have you realize that you can learn some parts of it rapidly and that other parts you learn slowly—either rapidly or slowly according to clock time, or rapidly or slowly according to subjective time."
like,i,you,now,N/A,1670,"Now, I would like you to have the experience of arousing from hypnotic trance. Do you think you are out of trance?"
have,N/A,experience,N/A,N/A,1670,"Now, I would like you to have the experience of arousing from hypnotic trance. Do you think you are out of trance?"
think,you,N/A,N/A,N/A,1670,"Now, I would like you to have the experience of arousing from hypnotic trance. Do you think you are out of trance?"
make,what,N/A,N/A,N/A,1671,What makes you think you are not completely?
think,you,N/A,N/A,N/A,1671,What makes you think you are not completely?
notice,i,N/A,N/A,N/A,1672,"Your hand is still up. That is an interesting feeling, isn’t it? I notice that your hand is beginning to awaken some. Did you notice that?"
begin,hand,N/A,N/A,N/A,1672,"Your hand is still up. That is an interesting feeling, isn’t it? I notice that your hand is beginning to awaken some. Did you notice that?"
awaken,N/A,some,N/A,N/A,1672,"Your hand is still up. That is an interesting feeling, isn’t it? I notice that your hand is beginning to awaken some. Did you notice that?"
notice,you,that,N/A,N/A,1672,"Your hand is still up. That is an interesting feeling, isn’t it? I notice that your hand is beginning to awaken some. Did you notice that?"
know,you,N/A,N/A,N/A,1673,"You don’t know when you noticed it. And tell me, how long do you think it will take to wake up, wide awake!"
notice,you,it,when,N/A,1673,"You don’t know when you noticed it. And tell me, how long do you think it will take to wake up, wide awake!"
tell,N/A,me,N/A,N/A,1673,"You don’t know when you noticed it. And tell me, how long do you think it will take to wake up, wide awake!"
think,you,N/A,long,N/A,1673,"You don’t know when you noticed it. And tell me, how long do you think it will take to wake up, wide awake!"
take,it,N/A,N/A,N/A,1673,"You don’t know when you noticed it. And tell me, how long do you think it will take to wake up, wide awake!"
study,you,training,long,N/A,1674,How long have you studied autogenic training?
start,N/A,N/A,now,N/A,1676,"Do start now. Now, how do you feel about my re-introducing the trance state?"
feel,you,N/A,"now, how",N/A,1676,"Do start now. Now, how do you feel about my re-introducing the trance state?"
introduce,N/A,state,N/A,N/A,1676,"Do start now. Now, how do you feel about my re-introducing the trance state?"
surprise,it,you,N/A,N/A,1677,It surprised you. Did you realize you could go into a trance that quickly?
realize,you,N/A,N/A,N/A,1677,It surprised you. Did you realize you could go into a trance that quickly?
go,you,N/A,quickly,N/A,1677,It surprised you. Did you realize you could go into a trance that quickly?
learn,you,N/A,N/A,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
realize,you,N/A,N/A,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
stand,you,N/A,N/A,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
go,N/A,N/A,quickly,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
believe,you,it,now,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
go,N/A,N/A,quickly,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
put,’s,question,negatively,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
stay,you,N/A,N/A,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
close,you,eyes,N/A,N/A,1678,You have been learning over the past couple of days. Did you realize you could stand up in front of an audience and go into a trance that quickly? You believe it now. How quickly can go into a trance? Let’s put the question negatively: Could you stay out of a trance if you closed your eyes?
like,i,N/A,now,N/A,1679,"And now for the rest of the afternoon, I would like to have you feel rested and refreshed, as if you had been through a thoroughly competent, satisfying autogenic experience—one that would please you immensely. Now, get comfortable, rouse up, wide awake."
feel,you,N/A,N/A,N/A,1679,"And now for the rest of the afternoon, I would like to have you feel rested and refreshed, as if you had been through a thoroughly competent, satisfying autogenic experience—one that would please you immensely. Now, get comfortable, rouse up, wide awake."
satisfy,N/A,experience,N/A,N/A,1679,"And now for the rest of the afternoon, I would like to have you feel rested and refreshed, as if you had been through a thoroughly competent, satisfying autogenic experience—one that would please you immensely. Now, get comfortable, rouse up, wide awake."
