text,dominant_topic,topic_contribution
"You know the biblical phrase is, ""As a man thinketh, so he is."" What am I having this patient do? She's going to, I hope, open a special savings account, and she's going to abstract a dollar bill here, and a five dollar bill there, and she's going to start a special savings account. Economically it's a good thing. Emotionally it's tremendously important. Her resentment about her husband making his deposits with the bartender. She's making her cash deposits with a savings account. So often these patients decide, 'Well, my husband is an alcoholic, I might as well pour it in too,' and many a nice person goes downhill that way. I'm going to let this woman join her husband in an outlay of cash in relationship to alcohol. For every ten dollars he deposits with the bartender, ...",1,0.48559071117704444
"For some reason or other, instead of getting there at 1 o'clock, I want you there at least one-half hour early, even though your husband has told you to come after the girls leave.",1,0.3797179860617029
"You know, to be able to hit a golf ball three hundred yards, now that's something, isn't it. To hit a home run over the fence, that's really something. To swim a long distance, that's really something. A weight lifter who can pick up 200 pounds and (grunting with the effort) lift it up, that's something.",0,0.3327010081593546
"I asked you about your premarital affairs, and I asked as if I knew all about them, and that rather startled you.",8,0.6199923250671147
I asked that because your unconscious mind had done something that told me you'd had premarital affairs.,5,0.39805760815808355
"I explained to Mary that before I fed her I was going to put some horseradish in her mouth - you see, she couldn't swallow at all - and to chew it.",1,0.427645402993033
"You are going to use your mouth when you get a mouthful of nice, fresh, strong horseradish.",2,0.36440005548400833
"Good morning, George.",1,0.6999613636003015
"So am I, but I don't mind.",5,0.4068297032656903
I'd like to take a history of you?,6,0.3670877562247625
Because I'd like to get all the information I can from you.,8,0.6999766664962134
Because it seems to be the sort of stuff that you enjoy talking.,4,0.5249788335552898
"Certainly, until I want the mental examination. I don't know when I'll take that.",7,0.46125483224130964
"Let's see, your name is Raymond. No, that's not right, it isn't Raymond; it's, oh yes, I wonder why you wear brown shoes? Your name, of course, is Harold; but that isn't a red shirt, that's a blue shirt. Oh no, that's right, your name isn't Harold.",1,0.2942742932196739
"I want to take your history. I want to find out a lot of things about you. I've got plenty of time to do it. So I'm going to ask you questions, I'm going to write them down. Then I'm going to write down any answers even if I have to give the answers myself. Now your name is Phillip Jones. Let's see, Phillip is spelled 'Y-t-u-w-x-z.' Now let's see, Jones, that's a hard name to spell, 'I got a look from you.' Your age? Let's see, I know you're older than my baby boy. You're not as old as my father, so you must be 103.",8,0.24272052365944524
"Yes, and therefore I have informed them of the fact that I'm completely uninformed. I am completely uninformed when you try to spell Phillip with a ""y""and a ""z""and a ""w.""But you're recognizing that they aren't going to give you any information. You recognize that you've got to make a record. You'd better make that record because that's your obligation. But you make the record without information because they didn't give you any information. And ""W-x-y-z-I-k""doesn't spell ""Phillip,"" so there's no information about his name there. But you're frustrating the patient's own symptom.",8,0.3441298358200779
"Well, Dr. Hause is discontinuing you and he's turning it over to me. I'm going to tube feed you.",1,0.3669303742603344
"Now I think that belching of yours is proof that I fed you. Of course, you don't have to be satisfied with it, but I'll see to it you belch every time I tube feed you.",1,0.35123853862961124
But you've got no colon.,8,0.6999962955980796
"Listen to that crazy guy; he says he's Jesus Christ, and I am. You know it and I know it.",2,0.6833179314254278
"That's the way I feel about it; that's the way every nurse in the ward feels about it. You know, Jesus Christ wouldn't have to claim to be Jesus Christ. But John, you have yelled it and screamed it and shouted it. I don't think that's very Christ-like. I think that's just plain crazy behavior.",2,0.3950258852072017
"Well, let's see. There's a capital E, there's an r, there's an i, yes, a c, and k, and s-o-n. E-r-i-c-k-s-o-n. I think, John, the book's written about me.",8,0.5311990402468426
It's damned profitable.,0,0.1
"From what I know of your husband, and I know a lot, you came here because you're worried about him. I think you've got reason for it. I think you ought not waste any time. You've got your car, you've got the kids. Get the hell out of town. Get out of the state.",8,0.35971464106531925
"I told her that it was a rather involved matter that couldn't be explained in just one session. She kept looking over in that alcove there, and she asked me if I didn't feel it was rather unprofessional to keep half a dozen nude dancing girls in my office when I was interviewing patients. She didn't like the way her young men were looking at my dancing girls. She objected rather strenuously. But I told her if she could have young men, I could have dancing girls. What did that do?",1,0.3474829083557434
"My rights are to be respected; her rights are to be respected. It validated her hallucinations; then she could view her hallucinations in the same way I could view mine. (Pause) Isn't that right? And if I could take a good view of my hallucinations, then she could take a good view of her hallucinations. She could take the same view of her hallucinations that I could take of mine, but she didn't recognize where that would lead. Because my view of the dancing girls was quite different from her view of her dancing boys. But I had it established right there. I promised her that my dancing girls would be faithful to me, that they would not become involved with her young men. I had to tell her why - because they belonged to me, they were mine. Besides, the young men were only interested in her; they had no eyes for my dancing girls.",7,0.26317056725938354
"Yes. Then, I didn't allow my dancing girls to go out in the living room. No reason why they should trouble Mrs. Erickson. Those were my private dancing girls. ""What do you do with them when you have other patients?"" ""Patients who won't appreciate them? I have them out of sight."" For the patients who won't appreciate them, the dancing girls were out of sight. And she felt that was a good idea. Many people are so unappreciative of things. Why try to force them to appreciate that which they cannot? Which then gave me the opportunity of wondering if she wanted those young men to go into the offices with her where she wanted to apply for work. I kept the dancing girls out of sight for people who wouldn't appreciate them. It wasn't long before she thought it would be a good idea to leave them here. She applied and got ajob, but she was at liberty to come here every day if she wanted to and enj oy her young men. They didn't mind staying here, and she discovered that the dancing girls had no eyes for her young men. That they really liked only me. And sometimes I'd banish the dancing girls, so that just she, the young men, and I were in the room. Then sometimes I'd banish the young men too. They are still in that closet you know. (Laughter)",1,0.34405209003220755
"Do you mind if I sit in this chair about this close to you? ... Do you mind if I go about my business, doing what I should do? ... If something else touches you, as long as I keep my hands off and nobody around here touches you, will that be all right? ... Go ahead and scream, really get it out of your system. ... Go ahead with your scream. ... I didn't touch you. I asked your permission to go about my business, and you told me I could, as long as I didn't touch you, and I didn't.",2,0.2318199973104733
"But he can't get any satisfaction out of it. With the schizophrenic, the parents top the patient, or the patient may top the parents; but neither one of them gets any satisfaction, any real satisfaction, out of it.",1,0.37272645793556075
"While in the hypnotic situation, no matter who tops, both get satisfaction. In normal life situations both get satisfaction out of topping.",4,0.34444408431348933
"Because I was a man, I was the doctor in charge, and yet you can't knock me down - you can just push me down.",2,0.3958932478864066
I proved to him that I couldn't possibly meet his needs in knocking somebody down.,0,0.5166654388973114
"Yes, and nobody was satisfied.",1,0.5499999999809054
The satisfaction that can be derived from dissatisfaction.,8,0.5499999998645314
"I think it starts in the learning process. The teaching of the child to learn to enjoy satisfactions. When you deprive him of the opportunity to learn the joys of satisfaction, then when he strives for satisfaction, he hasn't learned to enjoy it.",0,0.359735095476626
"자, 케이트 아주머니, 연필을 잡으세요. 당신이 원하는 방식이라면 어떤 방식이든 좋습니다. 그리고 당신이 원하는 대로 아무 선이나 하나 그어보세요. 이제 하나 더 그어보시고요. (시연하며) 맞아요, 연필은 바로 그렇게 써지는 법이랍니다. 자, 이제 당신이 할 수 있는 또 다른 일들이 있어요. 수직으로 곧게 선을 그을 수도 있고, 이쪽 방향으로 선을 그을 수도 있죠. 저쪽 방향으로도 그을 수 있고요. 원을 그릴 수도 있고, 반원을 그릴 수도 있고, 그 반대의 반원을 그릴 수도 있어요. 원의 윗부분만 그릴 수도 있고, 아랫부분만 그릴 수도 있죠. 수직선을 두 개 그을 수도 있고, 세 개를 그을 수도 있고, 당신이 원하는 만큼 얼마든지 그을 수 있어요. 평평한 가로선을 하나 그을 수도 있고, 세 개를 그을 수도 있고, 몇 개든 그을 수 있죠. 사선을 그을 수도 있어요. 어느 방향으로든 당신이 원하는 만큼요. 자, 이제 계속해서 종이 몇 장을 이런 선들로 가득 채워보세요. 왜냐하면 당신은 지금 글쓰기를 배우고 있는 중이니까요.",9,0.9852459016362968
"당신은 이런 방향으로 직선을 그을 수 있고, 저런 방향으로도 직선을 그을 수 있어요. 사실, 이런 식으로도 직선을 그을 수 있지요. 그리고 이렇게도 직선을 그을 수 있습니다. 보시다시피, 그것이 바로 글자 'E'가 됩니다.",9,0.9357142856986529
"I didn't teach her, really. I just let her use what she knew. She already knew straight lines, slanting lines. Was Ma Kate delighted to find out the letter ""A"" was two slanting lines, one slanting one way like the side of a roof, the other slanting the other way like the side of a roof, and a straight line. She started in making words. ""L-a-t"" didn't spell anything. Two short lines can become ""c-a-t."" Her construction of words was utterly phenomenal. In three weeks' time she was reading the Reader's Digest. Those teachers haven't forgiven me yet. Ma Kate had topped them in all of their efforts - to her disadvantage. All I did was to teach Ma Kate to enjoy the satisfactions that she already possessed.",8,0.30672355620108266
"She could make a straight line up, and a flat straight line. A slanting line.",8,0.5545078202973518
She had all the satisfactions of being able to make pencil marks and to enjoy them.,0,0.647071748657971
You try to get him to learn to enjoy his satisfactions.,0,0.5747388521286941
"Well, I think that if I had started out trying to teach Ma Kate to read by this method, I would have come up against a stone wall. If my schizophrenic patient gets mad if he enjoys the pleasure of eating, I would teach him the pleasure of a clean plate. I'm thinking of the patient who had been tube fed for six months.",1,0.4200976732325455
So I got a glass pitcher. The satisfaction I wanted that patient to develop was the satisfaction of seeing the quantity in the glass pitcher decrease. Not the satisfaction of being fed. But the satisfaction of the emptying of that glass pitcher. Then I doubled it by taking two pitchers half the size. And gave him twice the satisfaction.,8,0.40656450838662295
"No, it's a teaching technique.",4,0.3666670092439694
"The satisfaction of being fed. Along with which I told him the old Joe Miller joke about the Chinese, presumably Chinese, cultural pattern of burping after a good meal. And a good loud burp. Of course, in tube feeding him, pouring out the fluid into the funnel and letting it run down the stomach tube, I'd allow it to start down and the tube would start to get empty, and then I'd pour in some more and put a bubble of air down in his belly. (Laughs) So I got my burps. I didn't ask him to enjoy the satisfaction of eating. It was the satisfaction of burping. Actually, of course, a burp is a reverse when you eat. If you can enjoy the reverse, you can enjoy the obverse. Because his reverse did depend upon the obverse. But that was a safe way to teach him to enjoy his satisfactions, centering around eating.",1,0.33816742476897677
네.,0,0.1
"You can lose a learning so quickly, so suddenly. I'm thinking of the army officer who doted on eels. Stationed in Texas. A friend flew in a shipment of eels to him. He ate them with great satisfaction, and then discovered they were rattlesnakes. He can't look a plateful of eels in the face now. A sudden idea and he lost all the learnings about eating eels.",5,0.2142904156644607
And thereafter avoided milkshakes.,0,0.1
"I was discussing that point with a psychologist in Chicago last week. His father and mother, during the war, always had cream for their coffee from the hospital supply of mother's milk. They let some of their friends in on the secret, who still after all these years can't take cream in their coffee. We were discussing that problem of a suddenly violent learning.",1,0.31241850791930625
담배 한 대 피우게나.,0,0.1
Would you like one?,2,0.549993528275645
"That's right, what would it do?",6,0.5499767615438048
"That's right. They are bound to reach out and take it. It's an exasperating situation. They've got to do something. I used this technique once in front of a group. I was sitting this way, in relationship to the chair (on right of chair and to one side) and I had arranged very carefully that a young man there didn't have any cigarettes. And he was practically a chain-smoker. I took a cigarette and then extended the package to him. And I had Paul and Hugh and Dave primed. As I started to extend the package, and he started to extend his arm, Paul said, ""But Milton,"" and I turned (turning to his right away from the subject and pulling the package away with him). I answered the question, and then I remembered and extended (the package again). Then Hugh called me (he turns away, again pulling the cigarettes away). Then I put the pack in my pocket, remembered, extended it again. Dave attracted my attention. The chap was without cigarettes, nobody was sitting around near him. It had all been arranged. He wished for a cigarette. After about a half dozen extensions of the cigarettes and taking them away, he just shoved his hands in his pockets and continued listening to the seminar and discussion. After about 15 minutes someone asked him, ""Did you get that cigarette from Dr. Erickson?"" He said, ""What cigarette?"" He said, ""He extended his package to you."" ""No."" Every effort to get him to recall that half dozen times I'd extended it and jerked it away - he had no memory of it at all. Spontaneous amnesia.",6,0.23090180610934485
"Hmm. And furthermore, he didn't want a cigarette to smoke. Until finally Paul went over and sat down beside him, and after a while he accepted a cigarette from Paul.",8,0.2894175568789198
"If he had known that I was doing something like that., he would have said, ""Hand me those cigarettes. you lug."" It was carefully worked out as an experimental procedure.",6,0.25403885916743474
"And through no fault of mine, too. He has to do something; he has to make allowances. And you see my statement to Dave and Paul and Hugh and Joe was that I would induce an amnesia for a literally unforgettable incident. And do it in the course of just a few minutes. And even though everyone in the seminar declared I had done it, he still had no memory of it.",1,0.4409341650086726
Well it produces rejection.,0,0.1
"No, not interested. He was too interested in the seminar discussion, much too interested.",8,0.6833313703637379
"You see, Paul took a cigarette, offered one, smoked it; later Paul took another, offered it, and he turned it down. I think it was three or four cigarettes that Paul offered before he accepted one.",8,0.43132359177912216
"Since this is our last session, how about you ... I guess you'd like to ask questions.",4,0.40984112047794247
I've played around with variations of that cigarette deal. But right at the very moment I can't call to mind ... there are at least a half dozen or a dozen others.,6,0.30529017563053
"Amnesia, lack of desire, loss of interest. Which now reminds me of one. That is systematically planning to bring in a book for someone to read, and systematically always arranging it so they could not possibly get that book.",8,0.3267962711929026
"Picking up a book to take to somebody. You see, you can do that very easily. You can get the book from the library and keep it out, and yet let your victim know that you have gone to the library each day to get the book. You know darn well where it is; you've got it locked up. And so the book is out. The chap knows that you have laboriously tried to do that favor for him. On one occasion I did it for three weeks, and toward the end of the three weeks he said, 'What book?' And I saw to it that he had proof that I went to the library.",8,0.45081459313853767
It's annoying and they tend to forget it.,0,0.3666667494372776
"They remember vaguely - yes, you did talk about some book to them.",8,0.35604693522989717
"He just didn't remember it. But that damn trip to the library, that is reinforcing the memory but killing the interest. And very definitely killing the interest.",8,0.2460936722953477
Find out what would happen.,6,0.5499989227613736
"To recharge the interest? Drop it for a while and then you can pick up the book in their presence, call their attention to an interesting thing. And you build up",8,0.3444436909329477
You use it all in worrying.,5,0.5499815855418525
"That's right. I told him that I didn't know how much energy it would take, but that I thought I ought to start out with 25, even though I thought at least a hundred would be requisite. But he could start out with 25. Have you ever done 25 deep squats?",1,0.7141874682028007
"You accept whatever your patient brings you. For heaven's sake, accept it and use it. If he wants to be resistant, you accept it.",1,0.5447050842602513
"I accept it completely, knowing that a minute later, or 10 seconds later, I'm going to reject it. Now I can pick this up and really hold it up there knowing I'm going to put it down. But I am holding it there. But it's going to be in the future that I put it down. Therefore, I accept it completely, even though I know I am going to reject it later.",1,0.5208632994799475
"No, that's not quite right. I assume, first, that they should do something. Second, I am willing to make an assumption as close as possible to what they should do. Then it's up to them to do the thing that I'm approximating, but the thing that fits them, which I can only approximate.",8,0.3387652454303255
"It would be inspirational to find something that's agreeable, that's desirable. It's just inspirational rather than agreeable.",7,0.36666617351768166
"Let's see. Where was that rehabilitation camp during the war? They had 600 bed-wetters there. The army sent the major in charge of them up to see me. (Laughter) I told the major what to do. I said, ""Is there any possibility of moving the latrine a couple of miles away from the barracks?"" He said he had full opportunity of doing it. I said, ""You'll have to play ball with these boys, because if you pull brass on them they won't like it. At 11 o'clock, full-pack, you too, march down to the latrine whether you need to or not. At 2 o'clock, full-pack, march down to the latrine and back. At 4, march down to the latrine and back, full-pack. And explain that this separates the bed-wetters from the non-bed-wetters.""",1,0.4755583155516298
"The stammerers are so darn hard to handle because they do insist so flatly and yet so absolutely that they want to talk correctly today and now, and on an entire sentence. Once you can get them to be content to stutter on 999 words in return for saying one word correctly, you'll have very little difficulty with those stammerers because they get over it. When they go through those terrific ordeals of physically twisting, grimacing, waving their feet and the back of their head, and their shoulders and their hips, which is a horrible ordeal. I can think of Joe-sitting in the chair, he would wave both hands and both feet. He'd twist and grimace and wiggle his entire body when you asked him, 'How old are you?' I told him to sit very quietly and lean back in the chair and listen carefully to what I said, and that I was going to ask him a question shortly. What he could do instead of waving both feet and both hands and his entire body, he could lift his foot this way. When I asked him, 'What number comes...'",0,0.23086313294778646
I'm awfully wary of setting up ordeals for the stammerer.,4,0.36666614869254976
"They punish themselves; but, you see, speech always requires two people. The other person has to wait while they speak. A lot of other symptoms - they can have their symptoms, like claustrophobia, all by themselves. They can have their claustrophobia and it doesn't touch the other person. It may annoy the other person. But in this matter of defective speech, the other person gets it in the ear.",5,0.5007780543604025
"Yes, but you see, the neurotic person who is late, they make other people wait for them. But they're late to the show that they're going to attend all alone, and the theater doesn't mind. They may arrive after the last show has begun; they're late - the theater doesn't care. They may arrive at that choice restaurant just before it closes up. Of course all the choice dishes have been exhausted. They have to take what's left over.",1,0.3987950584817404
"That may be, but then it isn't the restaurant. It's the owners who are the remote unknown background.",8,0.5249995916571277
Indirectly influencing others.,7,0.5499999994148189
"You see, I really don't know exactly the pattern of your stammering. I'd like to get the pattern so I know what labial and dental and palatal sounds are involved, if any. Whether it's consonants or vowels. So will you stammer for me? They know that I'm treating them as a physician would treat them for an ulcer. He'd examine the ulcer to find out. There is nothing insulting or punitive about it. But they never really like it.",2,0.4385035286115251
They don't want you to know the labials. They don't want you to know the palatal sounds.,2,0.5869206396376266
Have you ever encountered a patient that has benefited by the speech therapist?,1,0.27500022203169067
"You see, that's an awfully silly superstition that if you remove one unpleasantness it must be replaced by another. It's the most unthinking, bitter superstition that I know. The whole practice of medicine is based on symptom removal. You go to the doctor because you hurt, so he gives you something so you feel better. You don't deliberately go out and get a worse hurt. You break a tooth so you go to the dentist and he corrects it-so you go out and break a leg? No. If you suggest to a patient directly in a trance state, ""I want you to stop smoking cigarettes,"" he may accept that. He may stop. Anytime that he has a need for a replacement for that thing, what does he do? He smokes Luckys instead of Camels. He goes back to the same thing-.You don't go to the trouble of learning a brand new thing; you go back to the old, the true, the tried, the familiar. You may modify it by trying Luckys instead of Camels. One of my patients said, ""I've smoked every variety of cigarette that has ever been manufactured. That will give you an idea of how many times I've quit smoking.""",1,0.25292297697027616
"You can suggest it away only when the symptom has become ... well, you have to do more than just suggest it away.",1,0.44285463598283725
"You can ask a person to lose his headache. Now when you stop to consider, what happens to the headache? You lose it. You can suggest that he lose it now instead of three hours from now. If he goes to bed and sleeps for an hour, he'll lose his headache. He can go into a trance and you tell him to lose his headache; he comes out of the trance with his headache gone. Three hours later he's not going to develop it. But if you'd left him alone in the ordinary waking state, he would have kept on with his headache until it came time to lose it.",5,0.26540456805762364
"I have heard it said, ""Cured of smoking, took up eating; cured of eating, took up drinking; cured of drinking, took up heroin; cured of heroin, took up a depression."" Well, of course that's a fabricated history and it's false. The patient would have returned to smoking.",2,0.3269951547249307
"Yes. I can think of one retired soldier, aged 70. At age 56 he had developed tic douloureux. He had a couple of operations - I saw the scars - and he described the alcohol injections with ganglion ... what's the name of that ganglion? For tic douloureux? That was when he was 56. Every time his face healed up, he had the operation; and the alcoholinjections would last about six months. Then his tic douloureux would start. As the man sat here, I had a pole light in the corner there and I watched his eyes. As he was talking, explaining how he had that pain almost continuously, the stabbing pain, I noticed his pupils dilating, contracting. I noticed the catch in his breath when I would see the dilation ofthe pupil. I noticed the twitching in his face on the right side. That accompanied the dilation of the pupil and the catch in his breath. So when the man said he was suffering pain, I thought he was. But in the trance state, I explained to him that I thought the pain he was suffering was a habitual misinterpretation, a rhythmical, habitual misinterpretation of the ordinary sensations of the face. That he was a victim of body learning, a conditioned response. I suggested he lose the pain. When he died seven years later, he was still free of that tic douloureux pain.",7,0.3365703996207395
"No, but I gave him a chance to understand that he had a habitual misinterpretation. Once he got that understanding, he could direct his attention against pain development. As he said, his nose didn't seem to belong to him. His face didn't seem to belong to him. Then very shortly everything felt normal.",8,0.2531115844086666
"당신은 자신의 불안에 너무나도 깊이 몰입해 있어서, 아마 내가 여기 있다는 사실조차 깨닫지 못할 수도 있을 겁니다. 사실 그것은 그리 나쁜 일만은 아니지요. 당신이 그토록 무언가에 완전히 빠져들 수 있다면, 내가 당신을 지켜보고 있다는 것조차 의식하지 못할 테니까요. 내가 화장실 문을 세게 흔들어서 당신의 주의를 환기시키기 전까지는 말입니다.",9,0.954999999991005
"I didn't even have to rattle it. Then I began to just wonder if I would come over and rattle it. You produce a change in a phobic response in the trance state, not as a means of correcting the phobia, but as a means of teaching the patient that the phobia can be removed. The person with a phobia has an absolute conviction; ""This is the way life is; it's unchanging. I'll always, always, always have this fear; and nothing can change it. I'm helpless. Everybody else is helpless. There is nothing I can do."" Your therapeutic efforts run up against that brick wall. In the trance state, in some circuitous way, you circumvent the phobia, and then the patient says, ""But I am the same person and I can be free of the phobia."" Then they start looking for and accepting any therapy that would correct the phobia. But previously, because of their absolute belief, they wouldn't do it. Take one thing I do with these paranoid type of people: They tell me that this is the only way you can view certain things. So I let them educate me to that effect until they are absolutely convinced that I understand there is just this one view possible. And then I raise with them the question of planting 10 trees in five straight rows, four trees in each row, and they promptly tell me five straight rows, four trees in each row would be 20 trees, and so I merely arouse their antagonism and make them go way out on a limb proving that, and thinking I'm all wrong. And then, having done that, I point out to them there's always a different way of viewing anything, no matter how absolute it is. Then I diagram how you can have five rows of four trees each with only 10 trees. Well, that is established with the same absolutism as their paranoid ideas. Then they have to view their paranoid ideas from a different point of view.",1,0.2435968479639095
"You have this phobia, but it's going to surprise you that some time next week between a couple of hours on the clock - it may be between 1 and 2, it may be between 11 and 12-you're going to feel a sense of freedom from your phobia. It will surprise you. I don't know how long it's going to last. Of course, the phobia will return, but you will get that sense of freedom.",1,0.5802265893962414
"First of all, a few comments on the patient I just finished seeing. He's got to take the state board medical examination. He has flunked it twice. It's absolutely imperative that he pass it. He completes about two-thirds of it, does beautifully, and then he gets uncomfortable, frightened, and panicked, and he quits. Now he didn't want to see me, because he couldn't bother seeing me when I was in his home town. Now he's coming a thousand miles to see me. He's got to be back home tomorrow. He wants to pass that exam. I let Betty go into a trance for him so I could watch his reactions. He did not like the discomfort of his lids batting, but he started to go into a trance as he watched Betty go in. He struggled very much against it. I told him to let them go ahead, but he said it was an uncomfortable habit. After I dismissed Betty, I induced a trance in him by a fatigue technique, that is, just waiting and talking. He developed a perfectly beautiful hypno-anesthesia with his right hand, and of the left thumb and the left forefinger. That distressed him terribly because he sensed this more than he did this. He became awfully uneasy and then he began to feel a little bit strange. So I let him wake up, and he told me he discovered his hand, so he corrected that right away. He couldn't stand it to have hypno-anesthesia of the hand. He corrected this, and I put him back in a trance, and he developed a very profound hypno-anesthesia of the left hand, completing what he had started.",1,0.22555831267097648
"당신은 당신을 돕게 될, 그러나 전혀 알지 못했던 무언가를 배우기 위해 이곳에 왔습니다. 당신은 과거 시험 상황에서 늘 불편함을 느끼고 공황에 빠지곤 했지요. 지금 이 학습 상황에서 느끼는 약간의 불편함 역시 그 연장선에 있으며, 당신은 그것이 학습에서 기인함에도 불구하고 즉시 고치고 싶어 합니다. 하지만 당신은 의사이지 않습니까? 의학적으로 볼 때, 당신 손의 이 감각 마비가 도대체 어떤 종류의 위협이 될 수 있는지 나에게 설명해 줄 수 있나요? 그것이 정말로 '불편한' 것입니까, 아니면 단지 당신에게 '생소한' 느낌인 것입니까?",9,0.959090909081876
Am I going to get anywhere with him?,1,0.5499708427428452
I don't know.,7,0.699989917782513
"Yes. He's coming back later this afternoon, and I wonder if I can, if he will make any progress in acceptance of the unusual, the unfamiliar, rather than interpreting it as uncomfortable. He also has the typical mystical conception of hypnosis.",1,0.4597037041056954
"This is what I've done with the state bar exam students, the state medical exams, high school students, college students, and board examination students that I've treated. First of all, I differentiate for them - as soon as I get them in a light trance - differentiate between taking an exam and passing an exam. They go in there and they try to pass the exam with every question. Instead of carefully, thoughtfully, enjoyably writing an answer to a question, they put all the attention on the outcome, which only serves to block their natural ability to respond.",7,0.3421521812009029
One stroke at a time. He's a professional golfer now.,0,0.6999926804903518
"Yes. In a light trance or a medium trance, or, for that matter, a deep one. Every time they write the exam that way I find they passed.",4,0.37606859795956693
"I did one over the telephone long distance. He paid the bill. It took about 20 minutes, half an hour. I told him to get a chair, sit down, hold the phone, lean back, be comfortable.",8,0.26003123574283715
"Well, it would be nice to feel comfortable when you write an exam, and suppose that this year, since you're a junior, you go in and happily write a 'D' exam. All you have to do is write enough on each question to merit a 'D.' Write it happily. Next year is another year.",2,0.26440168292257205
"I told him to write a ""D,"" a ""D"" grade exam, for all of them.",1,0.48263429661188284
"Yes. So he could learn to write an examination comfortably. I didn't tell him what I expected him to do. But you see, there was no overwhelming or frightening burden that he was carrying.",8,0.1810992661109429
"Well, take this junior in college. He had been writing ""F"" or ""D"" exam papers right along. You're sure he's going to do it. You would like to have him do it comfortably. He got an ""F"" or a ""D"" in the past because he fought hard against what he was doing. All right, now let him go along comfortably with what he's doing. He's a good student. If he goes along comfortably with what he's doing, he's going to write an ""A"" exam. But as surely as he fights - so you give him the task of writing a ""D"" exam, which he's been doing right along. Then he doesn't have to fight against his symptom.",8,0.22187385362166323
"No, he can't.",0,0.1
"때로는 그것을 당신 앞에 두고 밀고 나갈 수도 있고, 때로는 당신 뒤로 끌고 갈 수도 있습니다. 그 짐을 목표를 향해 당신 앞에 두려고 애쓰는 대신, 그냥 당신 뒤에 남겨두는 것이지요. 하지만 결국 당신은 그 짐과 함께 목표에 도달하게 됩니다.",9,0.9399999999888371
All you've done is taught him to take control.,8,0.364233336910424
"For years you have rigidly refused to play a concert in the concert hall, and you know that music is fluid, and that it should stream not only through and off the stage and through the concert hall, but the music should stream and flow in fluid fashion through the corridors, through the doorways, through the windows. The artist is always a part of his music, and his fluid movements of his hands. There's no room for rigidities.",0,0.4127797330811931
"Because at the end of the third hour, I said that I had completed therapy. I waited until the fourth hour to state that he was rigid. I had completed therapy, you see.",1,0.5916649601098358
"You want to insult him, you see. So you offer him the one thing in your culture that he can interpret as a courtesy. But which you know is an insult. You want to insult him. But it's your satisfaction in knowing that he's insulted. You don't care whether he discovers it or not. Next week, when he discovers that he was insulted, it's too late to feel bad about it, you see?",1,0.29087420759690974
"Because he's mentioned his stilted walk onto the platform, his stilted movement is limiting. How it had been going on year after year, and he was always forced to give the same weak excuses.",1,0.5635853688084445
"He has to build it up, and build it up. And I am ignorant; I'm tone deaf. Then I tell him therapy is completed. It's completed with his enormous build-up. I'm still master of the situation because I will tell him when to come out of the trance. I'll give him a review, and so the next day I hit him with the charge of rigidity which has no place in music.",7,0.232615397586502
"Yes. Because he's got to take his therapy outside of the room. Now that patient I mentioned yesterday, the pianist. I forgot to mention one important consideration, and you raised that question. He came for three days and he told me so; therefore, he laid down the law to me. Why do so many analytic patients stay year after year? Because they always do their therapy on the couch, and they don't take that couch home. They never take it to work. Therapy improvement is restricted to the couch.",1,0.5262848020952672
"He had to walk out there freely, fluidly.",3,0.38693030237909726
"The only way he could put me, a tone deaf person, in my place and keep me there was to prove conclusively to all the world the rightness of his elaboration of the fluidity of music.",8,0.43509844951587856
"But he was in a trance, and he couldn't make mention of it.",6,0.4209804957255634
When he got out there on the stage.,8,0.36666701877933117
"Yes. Oh, there's no question at all about that. He had to.",1,0.5249999370049916
Oh yes.,1,0.6999999999407598
"And I said two. Even though he was coming back, just for a review. Now you can call that, incorrectly, a competitiveness or, what is that? One-upness?",1,0.45734436917050053
It's a recognition of exactly how you have to handle the situation. It's not a personal struggle. It's the need to meet that situation so that it will develop adequately. You're using the same technique as in ...,0,0.4123409929710516
One-upmanship. It's the same technique.,4,0.5499999967124514
"But it isn't for the purpose of putting the man up; it's for the purpose of putting the goal up. He came for therapy, let's really put that goal up. Because I really don't need to enter into competition with him. It's unnecessary. But the thing I want is therapy; the thing he wants is therapy. We've got a common goal, and you should be willing to use any technique to achieve that end.",1,0.3635132605571032
"That's right. But you should be aware of this technique, thut technique, this procedure, that procedure.",4,0.5857144606202007
"Yes, but not because it's personal.",1,0.6999640345012691
"It's not a personal, emotional need on my part. It's a need for me to take charge to achieve that goal.",5,0.45326893816400404
"His original explanation was that his parents set out to make him a famous musician when he was a little child, because of his unusual talent for music. They bossed him in everything. Supervision had been very, very rigid, and he had rebelled-not against the talent - but against his parents. And they weren't quite certain if they wanted him to be a pianist but ...",2,0.25938379171313225
"Yes. But his choice was the piano. While they liked several other instruments, he preferred the piano. But his parents had a preference for the violin. So in his rebellion, he just rejected personally, for himself, all other instruments. He made his selection of the piano because he felt that it was a better instrument. In his teachings he teaches a lot of instruments. He can play the violin and various instruments. But his real satisfaction is the piano. It's a personal thing.",2,0.24859173861680564
"That he was so rigid - so stilted, I mean. So stilted and so hollow and so stagestruck.",3,0.3666649222935406
"Yes. Because it didn't fit in with fluid music. Now, the therapy was primarily oriented to the future, without any real analysis, or real consideration, of the dynamics of the past. Over and over again you have that sort of thing.",1,0.3869624431849343
