pattern_id,state,state_label,output
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"I picked the day of the rodeo, knowing that they would attend. Then we went over that very, very bit..."
ERICKSON_TRUISM_SUBJECTIVITY,RAPPORT,Rapport Building (라포 형성기),The major premise is this: that there is such a thing as a good marriage. And what is a good marriag...
ERICKSON_REFRAMING_AND_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),Now can a bad marriage be turned into a good marriage? By alteration of your desires and wishes. You...
ERICKSON_TRUISM_REFRAMING,RAPPORT,Rapport Building (라포 형성기),I think that in marriage each of the parties ought to be aware of the fact that there are certain bl...
ERICKSON_METAPHOR_REFRAME,METAPHOR,Metaphor Insertion (은유 삽입기),You can have a completely delightful friendship with somebody who stupidly votes the wrong ticket. W...
ERICKSON_REFRAMING_REALITY,RAPPORT,Rapport Building (라포 형성기),They have in common. And the insistence on the right to convert. That's in error. They have the righ...
ERICKSON_SHOCK_AND_FUTURE_PACING,RAPPORT,Rapport Building (라포 형성기),"Listen, by 1940 you will have all the answers. If you're not married by 1940, you never, never will ..."
ERICKSON_REALITY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"What else can you do? You're 48. You could marry a girl in her 20s or 30s and make her pregnant, but..."
ERICKSON_FUTURE_ORIENTATION,RAPPORT,Rapport Building (라포 형성기),"You're going to live today, tomorrow, next week. Just thumping on the forces that entered into their..."
ERICKSON_SHOCK_ASSERTION,RESISTANCE,Resistance Bypassing (저항 우회기),Not one bit!...
ERICKSON_PRAGMATIC_CRITIQUE,RAPPORT,Rapport Building (라포 형성기),"Make them more self-aware, but they never do get the patient to become aware of the things he can do..."
ERICKSON_PRAGMATIC_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"Well, look over the lives of a lot of happy, successful, well-adjusted people and ask them why. It's..."
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"I shift them away from the why. ""Will you tell me why you would want to go up in a tall building? Ha..."
ERICKSON_PARADOXICAL_TASK,RESISTANCE,Resistance Bypassing (저항 우회기),You have rented houses. You've been afraid to buy a house because of three-story houses. I want you ...
ERICKSON_REVERSE_PSYCHOLOGY_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),You'll find one up in Peoria here about 20 or 30 miles away. Those are places you can't possibly buy...
ERICKSON_TRUISM_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),The couples that just simply can't tolerate each other....
ERICKSON_INTERPERSONAL_DYNAMICS,RAPPORT,Rapport Building (라포 형성기),"This doctor, for example, marrying a woman he didn't love-why on earth did she marry him? Her life h..."
ERICKSON_TRUISM_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),He's the outstanding doctor in three large communities. His office is always open....
ERICKSON_UTILIZATION_OF_VACUUM,RAPPORT,Rapport Building (라포 형성기),It's complete emptiness....
ERICKSON_EXTERNALIZATION_HABIT,RAPPORT,Rapport Building (라포 형성기),They fell into the habit of promoting it....
ERICKSON_ANECDOTE_PREDICTION,METAPHOR,Metaphor Insertion (은유 삽입기),"The exploitation of the one by the other. I can think of a marriage where there was a very nice, orn..."
ERICKSON_TRUISM_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),You know right then....
ERICKSON_OBSERVATIONAL_PREDICTION,RAPPORT,Rapport Building (라포 형성기),A month later I was explaining to both of them which lawyer they ought to go to. (Laughter) But it's...
ERICKSON_CLINICAL_NARRATIVE,RAPPORT,Rapport Building (라포 형성기),"Well, you know on the wedding day. I've got a family here, an old, well-established family. I've had..."
ERICKSON_NARRATIVE_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),The promiscuous girl who falls in love with some nice guy. She dates the nice guy and she falls in l...
ERICKSON_TRANSFORMATIONAL_NARRATIVE,RAPPORT,Rapport Building (라포 형성기),"I can think of Marie, practically a professional prostitute. That's the way she made her living. She..."
ERICKSON_DOUBLE_BIND_CONFIDENTIALITY,RAPPORT,Rapport Building (라포 형성기),I get sanctimonious about that. (Laughter) I explain very carefully to the patient that my interview...
ERICKSON_REFRAMING_AND_TRUISM,RAPPORT,Rapport Building (라포 형성기),"That it will be all right. So they've got to justify their communications with each other, breaking ..."
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),Quiet and peaceful in order to make it 'all right.' 'I'm sure that whatever you do will be 'all righ...
ERICKSON_REFRAMING_ANECDOTE,METAPHOR,Metaphor Insertion (은유 삽입기),"You know, I had a husband and wife say, ""We've had our first decent talk with each other. We violate..."
ERICKSON_ACCEPTANCE_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Oh, certainly...."
ERICKSON_REFRAMING_AND_SOCIAL_CONVENTION,RAPPORT,Rapport Building (라포 형성기),나는 남편보다 한발 앞서 상황을 정리합니다. 아내가 보통 자신이 먼저 나를 보고 싶어 한다는 사실을 남편에게 말하지 않았기 때문이죠. 나는 전화로 그녀에게 이렇게 말합니다. '좋습...
ERICKSON_CLICHE_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"Those cliches are part of the language. So the husband, who has asked to see me first alone, doesn't..."
ERICKSON_UTILIZATION_RESPONSIBILITY,RAPPORT,Rapport Building (라포 형성기),"그녀가 전화를 했다는 사실 말인가요? 나는 그녀에게 이렇게 말합니다. '글쎄요, 나는 그에게 말하지 않을 겁니다. 하지만 당신이 남편을 여기로 데려온다면, 당신은 그에게 무언가 말..."
ERICKSON_PROFESSIONAL_INTEGRITY,RAPPORT,Rapport Building (라포 형성기),I've had them try to make me betray my hand by giving me information-to have me spill it to the othe...
ERICKSON_TRUISM_AND_PACING,RAPPORT,Rapport Building (라포 형성기),"Well that's a dictatorial, autocratic, dogmatic statement. Of course, my description of it as such i..."
ERICKSON_UTILIZATION_OF_DESIRE,RAPPORT,Rapport Building (라포 형성기),Only because they want that thing respected....
ERICKSON_STRATEGIC_POSITIONING,RAPPORT,Rapport Building (라포 형성기),"Oh, I've beaten her to the punch...."
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"맞습니다, 부인. 당신 말이 전적으로 옳아요. 당신 남편은 정말 치료가 필요합니다. 당신도 알고 나도 아는 사실이죠. 이제 내 일은 그가 그 사실을 깨닫게 만드는 것입니다. 하지만..."
ERICKSON_MINIMALIST_PROBE,RAPPORT,Rapport Building (라포 형성기),What's that?...
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"자, 당신들은 지난 수년 동안 서로 싸워왔군요. 근본적으로 나는 당신들이 참으로 선한 사람들이라고 생각합니다. 사실, 당신들의 행동이 끔찍하게 잘못된 방향으로 안내되었을 뿐이죠. ..."
ERICKSON_UTILIZATION_AGGRESSION,RAPPORT,Rapport Building (라포 형성기),"You have shouted at your wife to shut up, and she's shouted at you to shut up. I don't see why I sho..."
ERICKSON_THERAPEUTIC_FRAME_PROVOCATION,RAPPORT,Rapport Building (라포 형성기),You know the thing I'm really interested in is helping you. I really don't care whether you like me ...
ERICKSON_SHOCK_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),You're both about ready to faint; you just can't take it anymore....
ERICKSON_CHALLENGING_RIGID_SETS,RAPPORT,Rapport Building (라포 형성기),"That's right. Now really, do you expect to do a Rorschach examination, a thematic apperception test,..."
ERICKSON_SHOCK_CHALLENGE,RESISTANCE,Resistance Bypassing (저항 우회기),Now you've expressed your opinion and I'm going to speak with equal frankness. You've been married l...
ERICKSON_SYMPTOM_PRESCRIPTION,RESISTANCE,Resistance Bypassing (저항 우회기),"Therefore, you sit there and keep your arms folded and your jaw clenched. Be as angry as you wish, b..."
ERICKSON_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),"Now tomorrow at your next interview, you will come in with twin names for your wife's breasts. If yo..."
ERICKSON_DOUBLE_BIND_PRESSURE,RAPPORT,Rapport Building (라포 형성기),"Are you going to name the twins? Remember, if you're unwilling to do it, I'll name one with a rhymin..."
ERICKSON_REFRAMING_AND_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"Now are you ready with the names for the twins? I'm ready, but I hope you are...."
ERICKSON_PATTERN_INTERRUPTION_REFRAMING,RESISTANCE,Resistance Bypassing (저항 우회기),I now christen your right breast 'Kitty.'...
ERICKSON_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"His avoidance, his compulsive avoidance, but I made the entire thing compulsive in another way...."
ERICKSON_COMPULSIVE_RHYME,RAPPORT,Rapport Building (라포 형성기),"A compulsive rhyme. And kitty, that's an affectionate. Titty, that's an affectionate, and there's no..."
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),No. There's no escaping it. So all that compulsion became centered around an affectionate - what wou...
ERICKSON_VIVID_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Yes. Ann says that Joe turned out to be a very pleasing lover. He really discovered what a titty was...
ERICKSON_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"You use the phobia. The patient's got a lot of strength and force built into that phobia, and theref..."
ERICKSON_INDIRECT_TASK,ACTION,Call to Action (행동 촉구기),So I asked him if he would be willing to take his wife out to dinner with his wife asking him to dri...
ERICKSON_BEHAVIORAL_PRESCRIPTION,RAPPORT,Rapport Building (라포 형성기),"As soon as a waitress gives you a menu, you pick it up. She'll undoubtedly give him his menu second...."
ERICKSON_STRATEGIC_INTERVENTION,RAPPORT,Rapport Building (라포 형성기),Oh I chose it. You see I took the city map and mapped out this criss-cross back and forth....
ERICKSON_PRESUPPOSITION_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),Now you're going out to dinner a number of times more before Christmas. There are at least five plac...
ERICKSON_UTILIZATION_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),Because he was one of those meticulous guys that took the menu and read it very carefully. He examin...
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Have you got a yesterday's paper, or have you got some out-of-town paper that's left over? I'm playi..."
ERICKSON_BEHAVIORAL_PRESCRIPTION,RAPPORT,Rapport Building (라포 형성기),Go to your sister-in-law. I'll call her up in advance. She will give you the full instructions. I wa...
ERICKSON_METAPHOR_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),"I bypass it. If the house is uncleanable, move out. Because the important thing is to live in a pret..."
ERICKSON_UTILIZATION_AND_TRUISM,RAPPORT,Rapport Building (라포 형성기),"Yes, now she tells me that I should run that restaurant. I'm the busboy, I'm the janitor. I scrub th..."
ERICKSON_PACING_AND_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"Yes, that's what she says; you can hear it, I can hear it. She'll be in the restaurant tomorrow morn..."
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),"Once she yielded on that half hour in the morning, then she yielded on going home at 6 o'clock. That..."
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Yes, you end up mopping the floor when your wife wants you to because you invite her to tell you to ..."
ERICKSON_UTILIZATION_PARADOX,RESISTANCE,Resistance Bypassing (저항 우회기),Now you quiz him thoroughly on every point. You've got a list of the questions you always ask. Then ...
ERICKSON_SIMPLE_ASSERTION,RAPPORT,Rapport Building (라포 형성기),I have done this....
ERICKSON_UTILIZATION_DOMINANCE,RAPPORT,Rapport Building (라포 형성기),"How is your stock of this, and how is your stock of that? Her statement to him - I ordered a seven-c..."
ERICKSON_ORDEAL_THERAPY,ACTION,Call to Action (행동 촉구기),"Just see to it that he follows you through the living room, the dining room, the kitchen, the hallwa..."
ERICKSON_CONFUSION_TASK,RESISTANCE,Resistance Bypassing (저항 우회기),"Make a collection of pieces of tire cord, pieces of board, of tin cans, wadded-up pieces of newspape..."
ERICKSON_DOUBLE_BIND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"He was asking. He was compelling, and there was no refusal possible. Any refusal of any sort would m..."
ERICKSON_NARRATIVE_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"My patient was still asking, ""Give me your attention.""..."
ERICKSON_UTILIZATION_AND_REFRAMING,RAPPORT,Rapport Building (라포 형성기),My patient had become interested and pleased by his own performance. He had a satisfying sense of po...
ERICKSON_ORDEAL_TASK,ACTION,Call to Action (행동 촉구기),"Well, you see I had my patient mow three swathes of grass across the front of his lawn, and then rat..."
ERICKSON_REINFORCEMENT_TRUISM,RAPPORT,Rapport Building (라포 형성기),"That's right. You impress it upon him so thoroughly, and you impress it upon the wife so thoroughly...."
ERICKSON_STRATEGIC_TASKING,ACTION,Call to Action (행동 촉구기),"Listen, I want you to buy a fish tank. Make it one of those 15-gallon ones. Set it up in the den, an..."
ERICKSON_PARADOXICAL_PRESCRIPTION,RESISTANCE,Resistance Bypassing (저항 우회기),"Now your husband has purchased that fish tank, he's got it well-stocked: You hate tropical fish. You..."
ERICKSON_TIME_DISTORTION_AND_CONTAINMENT,RAPPORT,Rapport Building (라포 형성기),Keep absolutely silent. At the end of the half hour - you have a clock there that you can watch - yo...
ERICKSON_UTILIZATION_MOTIVATION,RAPPORT,Rapport Building (라포 형성기),"I wanted a tremendous motivation for talking. Her husband had told me that his wife liked to talk, b..."
ERICKSON_REFRAMING_AND_META_COMMENTARY,RAPPORT,Rapport Building (라포 형성기),"Do you call it punishment, or do you say that you are using silence to create the motivation? You ar..."
ERICKSON_UTILIZATION_GENERALIZATION,RAPPORT,Rapport Building (라포 형성기),"By the way, they both like tropical fish now. Sundays they are very likely to go to some of these aq..."
ERICKSON_UTILIZATION_BYPASS,RAPPORT,Rapport Building (라포 형성기),Oh yes. Now suppose I had started in the orthodox way of trying to build up her speech? This way she...
ERICKSON_ANCILLARY_LEARNING,RAPPORT,Rapport Building (라포 형성기),"Yes. On the same patient, you know there's nothing sillier in the world than to try to write the nam..."
ERICKSON_DISMISSAL_OF_INTELLECTUALIZATION,RAPPORT,Rapport Building (라포 형성기),"That's right. Now therapeutically, should I explain to her how to move this arm, and how to remember..."
ERICKSON_TRANSFORMATION_CONTRAST,RAPPORT,Rapport Building (라포 형성기),"But this patient, it's awfully hard for anybody to recognize that she was once aphasic, once vegetat..."
ERICKSON_UTILIZATION_ABSURDITY,RAPPORT,Rapport Building (라포 형성기),That's right because they cannot fight against absurdity. People do not have problems because they'r...
ERICKSON_UTILIZATION_YES_SET,RAPPORT,Rapport Building (라포 형성기),Undoubtedly your husband has given you cause for suspicion. You would prefer not to be suspicious of...
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"And that means that you are not going to scrutinize carefully, because you would prefer not to be su..."
ERICKSON_REFRAMING_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"남편분, 아내분이 저와 따로 이야기를 나누고 싶어 하는 건 참으로 관대한 배려라고 생각합니다. 아내분이 굳이 따로 말씀하시려는 데에는 분명 그만한 이유가 있을 것이고, 아마도 아내..."
ERICKSON_REFRAMING_AND_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),You change the meaning of the privacy. You look at the entire need for privacy. It has a wealth of p...
ERICKSON_ANECDOTAL_ASSESSMENT,RAPPORT,Rapport Building (라포 형성기),"Yes. You try and get a picture of the plasticity of the mate, the responsiveness of the mate. In yes..."
ERICKSON_CLINICAL_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),"He told it to me so simply. No matter how objectively I named the things, he couldn't possibly see t..."
ERICKSON_OBSERVATIONAL_DIAGNOSIS,RAPPORT,Rapport Building (라포 형성기),Now it probably wasn't necessary to see that man when I heard about him charging for that meal for a...
ERICKSON_OBSERVATIONAL_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),"All right, now I see the mate sitting there and instead of listening to his wife and understanding, ..."
ERICKSON_STRATEGIC_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"Well, then you've got an unresponsive person. The question is, can you teach him to listen? Can you ..."
ERICKSON_REFRAMING_AND_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),"If my patient wants the mate brought in, and if I think the mate should be brought in, I try to figu..."
ERICKSON_INTUITION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Oh yes. I think of my patient yesterday that you missed seeing. She's coming to me secretly. She doe...
ERICKSON_STRATEGIC_EXCLUSION,RAPPORT,Rapport Building (라포 형성기),Yes. My reason for that is this: They've been married- what is it - six years? She mentioned yesterd...
ERICKSON_CONTRAST_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"On a minor matter. It was an incidental thing. I won't give the exact thing, but I can give you a co..."
ERICKSON_STRATEGIC_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),How much of my time is he going to spend dragging up all of these inconsequential things? What's his...
ERICKSON_REFRAMING_ADJUSTMENT,RAPPORT,Rapport Building (라포 형성기),"Well, the thing is this: The husband's girlfriend is coming in to ask her for a divorce. The husband..."
ERICKSON_MOTIVATIONAL_MULTIPLICITY,RAPPORT,Rapport Building (라포 형성기),"Sometimes, if he's reacting very, very nicely, you recognize that you can speed up his reaction. If ..."
ERICKSON_UTILIZATION_TRANSFERENCE,RAPPORT,Rapport Building (라포 형성기),"I correct that immediately. I know a great deal is said about this transference relationship, and wh..."
ERICKSON_UTILIZATION_REFRAME,RAPPORT,Rapport Building (라포 형성기),"사실, 당신의 입장에서 이야기를 들려줄 때 당신이 그것을 아주 틀리게 과장한다 해도 나는 기꺼이 받아들일 준비가 되어 있습니다. 마땅히 그래야만 하죠. 하지만 그것이 어떤 효과를 ..."
ERICKSON_STRATEGIC_INTERVENTION,RAPPORT,Rapport Building (라포 형성기),"I tell my patients, ""Ordinarily everything you say to me will be confidential. Now if there's someth..."
ERICKSON_UTILIZATION_TRUST_BOUNDARY,RAPPORT,Rapport Building (라포 형성기),"Don't you see what that does? It makes her realize I will keep things confidential, but I'll keep th..."
ERICKSON_ROLE_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"I'm doing the secret keeping, you see...."
ERICKSON_RATIFICATION_STRATEGY,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_SAFE_DISCLOSURE_REFRAME,RAPPORT,Rapport Building (라포 형성기),"When I tell you I'll keep your secret, you feel very comfortable about it. You are at liberty to cho..."
ERICKSON_TRUISM_POSSIBILITY,RAPPORT,Rapport Building (라포 형성기),It is pretty obvious to me that there's an excellent possibility....
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),Why hasn't the husband done one particular thing?...
ERICKSON_PRESUPPOSITIONAL_QUERY,RAPPORT,Rapport Building (라포 형성기),Why hasn't he?...
ERICKSON_TRUISM_AND_UNCERTAINTY,RAPPORT,Rapport Building (라포 형성기),"He doesn't want to find out. You never suggest that sperm count. In fact, you don't want him to, bec..."
ERICKSON_REFRAMING_POSSIBILITIES,RAPPORT,Rapport Building (라포 형성기),당신도 도박의 확률이 어떤지는 잘 알고 있을 겁니다. 당신이 아버지가 아닐 수도 있다는 쪽이죠. 하지만 이제 모든 가능성을 하나씩 짚어봅시다. 이미 다른 남자의 존재라는 가능성은 ...
ERICKSON_INDIRECT_DISPLACEMENT,RAPPORT,Rapport Building (라포 형성기),That's right. Then you've created another problem. How does she want to regard the baby? As her husb...
ERICKSON_REFRAMING_AND_BOUNDARIES,RAPPORT,Rapport Building (라포 형성기),"One of the things that I tell a bride-to-be who's had affairs, ""Your sexual life is your own private..."
ERICKSON_REFRAMING_AND_BOUNDARY_SETTING,RAPPORT,Rapport Building (라포 형성기),"Your psychiatrist, and your priest if you're Catholic. There are too many marriages broken up. A ver..."
ERICKSON_PRAGMATIC_REFRAMING,RAPPORT,Rapport Building (라포 형성기),That's right. How's that going to improve the matter? You're going to disrupt the marriage. You're g...
ERICKSON_UTILIZATION_OF_REALITY,RAPPORT,Rapport Building (라포 형성기),Why certainly. I haven't got the right to go and blab to Joe that Jean's children aren't his. That'l...
ERICKSON_REFRAMING_DISTINCTION,RAPPORT,Rapport Building (라포 형성기),Emotionally they are his children. Genetically no....
ERICKSON_REFRAMING_AND_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),"Yes. And that wife's very, very careful search for a man of her husband's stature, general build, Ge..."
ERICKSON_CULTURAL_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),What about these cultures where a man isn't going to marry a girl unless she's demonstrated her capa...
ERICKSON_BALANCING_WRONGS,RAPPORT,Rapport Building (라포 형성기),"All right, now take this example. You have two small children and one hits the other. You know what ..."
ERICKSON_UTILIZATION_OF_ILLOGIC,RAPPORT,Rapport Building (라포 형성기),Two wrongs do make a right. So they both share a guilty secret about that vasectomy. He doesn't know...
ERICKSON_GEOMETRICAL_PROGRESSION,RAPPORT,Rapport Building (라포 형성기),This concept of geometrical progression that I pointed out to you. I so often use that and sometimes...
ERICKSON_EXPERIENTIAL_MIRRORING,RAPPORT,Rapport Building (라포 형성기),I suggested to them that they pick out a certain night and a certain movie and let me know. Then I t...
ERICKSON_TRUISM_POSSIBILITY,RAPPORT,Rapport Building (라포 형성기),"And he said, ""But you could have thought about it, and I could think about it too."" Another demonstr..."
ERICKSON_OBSERVATION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"A couple came in here rowing fearfully on this question of buying a house. The husband said, 'We're ..."
ERICKSON_STRATEGIC_TASKING,ACTION,Call to Action (행동 촉구기),"나는 그들에게 가서 집을 사라고 독려했습니다. 그들은 피닉스 전역을 뒤졌고, 어머니는 함께 이사하는 문제와 짐을 싸는 어려움에 대해 계속 이야기했죠. 나는 남편에게 말했습니다. ""..."
ERICKSON_PATTERN_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),"I knew she wouldn't. Not with that sort of a rigid pattern, always the same food for breakfast. You ..."
ERICKSON_INDIRECT_SUGGESTION_THROUGH_ANECDOTE,METAPHOR,Metaphor Insertion (은유 삽입기),"That's right. Those two teachers are tremendously grateful. They came back later and said, ""You know..."
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),그 다툼을 미루십시오....
ERICKSON_REFRAMING_AND_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),"The mother really expected to move; daughter expected, husband expected mother to move. I knew there..."
ERICKSON_YES_SET_PACING,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_PARADOXICAL_MIRRORING,RESISTANCE,Resistance Bypassing (저항 우회기),I can think of another couple. She resented the way he took her out to dinner. He always insisted on...
ERICKSON_INTERROGATIVE_RESTRUCTURING,RAPPORT,Rapport Building (라포 형성기),"And forcing them to another emotional attitude by saying, ""Don't you hope I did?""..."
ERICKSON_PRESUPPOSITION_CONDITION,RAPPORT,Rapport Building (라포 형성기),Yes. He's going to keep on wasting his money that way until he sees it done....
ERICKSON_STRATEGIC_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"I told her to take it out of her own special, personal allowance and to tell her husband, ""You've al..."
ERICKSON_UTILIZATION_HUMOR,RAPPORT,Rapport Building (라포 형성기),Just this once. (Laughter)...
ERICKSON_YES_SET_VALIDATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_TAG_QUESTION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"He can't stand to have her go, can he?..."
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),Is it all right for you to go with her and drive the car?...
ERICKSON_REFRAMING_PRACTICE,RAPPORT,Rapport Building (라포 형성기),"Yes. Well, he's got long, long practice in this matter of his wife going here and there. Now what ar..."
ERICKSON_LINGUISTIC_REFRAMING,RAPPORT,Rapport Building (라포 형성기),What is the essential word in that statement? From what does his anxiety derive? What is the word I ...
ERICKSON_UNOBTRUSIVE_REPETITION,RAPPORT,Rapport Building (라포 형성기),"오, 나는 그가 아내가 피닉스에서 메사로 떠나는 것을 도저히 견딜 수 없다는 사실에 그를 단단히 묶어둡니다. 내가 그 '떠난다'는 단어를 얼마나 여러 번, 눈에 띄지 않게 사용했는..."
ERICKSON_LINGUISTIC_PRIMING,RAPPORT,Rapport Building (라포 형성기),"Yes. You first commit him to the word ""going.""..."
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"맞습니다. 그 부부가 예전의 그 패턴으로 돌아갈 때, 그들은 정말로 그 안에서 아주 작은 것 하나라도 건져내기 위해 돌아가야만 합니다. 왜냐하면 그렇게 함으로써 그들은 그 패턴을 ..."
ERICKSON_REFRAMING_BY_QUESTIONING,RAPPORT,Rapport Building (라포 형성기),How do I keep them from what?...
ERICKSON_REFRAMING_NORMALIZATION,RAPPORT,Rapport Building (라포 형성기),The panic reaction is when they discover they've got a brand-new pattern of life that they're beginn...
ERICKSON_METAPHOR_ANALOGY,METAPHOR,Metaphor Insertion (은유 삽입기),How do you really handle a brand-new set of dishes? Because you're worried about breaking some....
ERICKSON_ANALOGY_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),Handle with care (laughs) because it's valuable. They're tremulous about handling that brand-new set...
ERICKSON_REFRAMING_ANALOGY,METAPHOR,Metaphor Insertion (은유 삽입기),Yes. I would likely use something as an illustration where there can be a loss without a destruction...
ERICKSON_REFRAMING_REALITY,RAPPORT,Rapport Building (라포 형성기),"Very, very little. You see, most therapy is directed to the idea of presenting therapeutic solutions..."
ERICKSON_COLLOQUIAL_SIMPLICITY,RAPPORT,Rapport Building (라포 형성기),I try to avoid that. See how you hurt sister's feelings? See how you hurt brother's feelings? See ho...
ERICKSON_REFRAMING_POSSIBILITY,RAPPORT,Rapport Building (라포 형성기),See how you could have given sister something instead of cheating her....
ERICKSON_REFRAMING_CONFRONTATION,RAPPORT,Rapport Building (라포 형성기),"Yes, but he's committed two sins: He's cheated her and he didn't give her...."
ERICKSON_AFFIRMATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_OBSERVATION_PACING,RAPPORT,Rapport Building (라포 형성기),I am seeing a very handsome couple. The husband is an only child of extremely intelligent parents. H...
ERICKSON_STRATEGIC_VULNERABILITY,RAPPORT,Rapport Building (라포 형성기),Now I've seen them - I've seen each of them at least six times. I'm no further along than I was at t...
ERICKSON_REALITY_REDEFINITION,RAPPORT,Rapport Building (라포 형성기),"No, you must be mistaken. I know I did that several years ago, but I've corrected it...."
ERICKSON_TRUISM_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),But you are still doing it....
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),"No, you're completely mistaken, I'm not...."
ERICKSON_HYPOTHETICAL_SEARCH,RAPPORT,Rapport Building (라포 형성기),"Well, suppose I gave you a telephone number, do you recognize it?..."
ERICKSON_PRESUPPOSITION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Yes, but I don't know how you ever figured out that I would recognize that telephone number...."
ERICKSON_PRESUPPOSITION_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),"If I showed you that telephone number in your handwriting, now what would you say?..."
ERICKSON_PARADOXICAL_LOGIC,RESISTANCE,Resistance Bypassing (저항 우회기),"Well, that's impossible, and yet if you did I'd have to reach the conclusion that my wife forged it...."
ERICKSON_PRESUPPOSITIONAL_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),"Then the question arises, how would your wife know what telephone number to forge?..."
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),I just can't understand it at all....
ERICKSON_STRATEGIC_IGNORANCE,RAPPORT,Rapport Building (라포 형성기),"I don't know what the problem is. This woman is perfectly willing - well, she isn't entering into th..."
ERICKSON_CLINICAL_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"음, 여기 그녀의 아버지뻘인 내가 있고, 그녀는 성적인 외도의 유혹을 느낄 수도 있겠지. 그것이 내가 그녀에 대해 알고 있는 사실이야. 너무나 수동적이고, 너무나 공손하며, 너무나..."
